query,product,label
# 2 pencils not sharpened,"Ticonderoga Laddie Pencils, Wood-Cased #2 HB Soft with Eraser, Yellow, 12-Pack (13304), 11/32 inch",no_substitute
# 2 pencils not sharpened,"iScholar Gross Pack Pencils, #2, Yellow, Box of 144 (33144)",no_substitute
# 2 pencils not sharpened,"Ticonderoga Pencils, Wood-Cased, Graphite #2 HB Soft, Black, 24-Pack (13926)",substitute
# 2 pencils not sharpened,"Dixon No. 2 Yellow Pencils, Wood-Cased, Black Core, #2 HB Soft, 12-Count (14402)",no_substitute
# 2 pencils not sharpened,"Maped Black'Peps Triangular Graphite #2 Pencils, Pack of 12 (851749ZV)",no_substitute
# 2 pencils not sharpened,"Dixon Ticonderoga No.2 Pencils, Assorted Neon, 10-Pack",no_substitute
# 2 pencils not sharpened,"BIC Xtra-Fun Graphite Pencil, 2 Lead, 18-Count",substitute
# 2 pencils not sharpened,"Amazon Basics Woodcased #2 Pencils, Unsharpened, HB Lead - Box of 144, Bulk Box",no_substitute
# 2 pencils not sharpened,"Arteza HB Pencils #2, Pack of 48, Wood-Cased Graphite Pencils in Bulk, Pre-Sharpened, with Latex-Free Erasers, Office & School Supplies for Exams and Classrooms",no_substitute
# 2 pencils not sharpened,"BAZIC Pencil #2 HB Pencils, Latex Free Eraser, Wood Free Yellow Unsharpened Pencils for Exam School Office (12/Pack), 1-Pack",no_substitute
# 2 pencils not sharpened,"SKKSTATIONERY Half Pencils with Eraser Tops, Golf, Classroom, Pew - #2 HB, Hexagon, Pre-sharpened, 96/Box.",substitute
# 2 pencils not sharpened,"Emraw Pre Sharpened No 2 HB Wood Cased Premium Pencils with Eraser Top, Bulk Pack of 24 Pencil - For Professionals, Artists, Designers, Teachers",no_substitute
# 2 pencils not sharpened,"Emraw Pre Sharpened No 2 HB Wood Cased Pencils with Eraser Top, Bulk Pack of 24 Pencil - for Kids, Students, Teachers, Office and Home Use",substitute
# 2 pencils not sharpened,Emraw Colorful Round No 2 HB Wood Cased Glitter Pencils with Eraser Top - Pack of 16 Unsharpened Sparkling Bright Pencils,no_substitute
# 2 pencils not sharpened,"Emraw Pre Sharpened Round Primary Size No 2 Jumbo Pencils for Preschoolers, Elementary Kids - Pack of 8 Premium Fat Pencils",no_substitute
# 2 pencils not sharpened,"Emraw No 2 HB Wood Cased Premium Pencils with Eraser Top, Bulk Pack of 24 Unsharpened Pencil - for Kids, Students, Teachers, Office and Home Use",no_substitute
# 2 pencils not sharpened,"Emraw Pre Sharpened Triangular Primary Size No 2 Jumbo Pencils for Preschoolers, Elementary Kids - Pack of 6 Fat Pencils with Bonus Sharpener",no_substitute
# 2 pencils not sharpened,"BIC Evolution Cased Pencil, #2 Lead, Gray Barrel, 24-Count (PGEBP241-BLK)",substitute
# 2 pencils not sharpened,"Maped Essentials Triangular Graphite #2 Pencils, Pack of 12 (851779ZT)",no_substitute
# 2 pencils not sharpened,"Wood-Cased #2 HB Pencils, Yellow, Pre-sharpened, Class Pack, 576 pencils in box by Madisi",substitute
# 2 pencils not sharpened,24 Pieces Checking Erasable Pencils Red Pencils Pre-Sharpened #2 HB with Erasable Tops for Checking Map Coloring Tests Grading,substitute
# 2 pencils not sharpened,"BIC Xtra Fun Cased Pencil, 2 Lead, Assorted Barrel Colors, 48-Count",no_substitute
# 2 pencils not sharpened,"Wood-Cased #2 HB Pencils, Yellow, Pre-sharpened, Class Pack, 320 pencils",no_substitute
# 2 pencils not sharpened,"Wood-Cased #2 HB Pencils, Yellow, Pre-sharpened, Class Pack, 1000 pencils",substitute
# 2 pencils not sharpened,"Rarlan Wood-Cased #2 HB Pencils, Pre-sharpened, 200 Count Classpack",no_substitute
# 2 pencils not sharpened,Holographic Pencils with Erasers Metallic Assorted Colors Wooden Glitter Pencils Optical Illusion Pencils HB Pencils (36 Pieces),no_substitute
# 2 pencils not sharpened,Color Changing Mood Pencil for Kid 2B Changing Pencil Assorted Color Thermochromic Pencils with Eraser for Students (30 Pieces),no_substitute
# 2 pencils not sharpened,YOTINO Pre-sharpened Wood Cased #2 HB Pencils - Box of 100,substitute
# 2 pencils not sharpened,"Wood-Cased #2 HB Pencils, Shuttle Art 600 Pack Sharpened Yellow Pencils with Erasers, Bulk Pack Graphite Pencils for School and Teacher Supplies, Writhing, Drawing and Sketching",substitute
# 2 pencils not sharpened,"Wood-Cased #2 HB Pencils, Shuttle Art 350 Pack Sharpened Yellow Pencils with Erasers, Bulk Pack Graphite Pencils for School and Teacher Supplies, Writhing, Drawing and Sketching",substitute
# 2 pencils not sharpened,"AHXML#2 HB Wood Cased Graphite Pencils, Pre-Sharpened with Free Erasers, Smooth write for Exams, School, Office, Drawing and Sketching, Pack of 48",substitute
# 2 pencils not sharpened,"12Packs #2HB Graphite Pencils,Pre-Sharpened with Latex Free Erasers,Wood-Cased Graphite Pencils Perfect for Exams, School, Office, Drawing and Sketching",no_substitute
# 2 pencils not sharpened,"HB pencils with eraser set 12 pack + 2 Erasers + 5 Sharpener,for School and Kids Writing pencil.(Green)",substitute
# 2 pencils not sharpened,"Weibo HB Wood Cased Graphite School Pencils, Pack of 12, Bulk, Pre-Sharpened with Erasers and Sharpener, Office Supplies for Exams, School, Office, Drawing and Sketching (Green)",substitute
# 2 pencils not sharpened,"Environmentally friendly black wood pencils, (30 pcs per barrel) triangle grip pen design, graphite HB lead core with eraser, suitable for children and adults to write sketches and paint",substitute
# 2 pencils not sharpened,Neon Pencils for Kids HB Wood Pencil with Eraser Fluorescent Colored Wood Pencils Colorful Round Pencils Writing Drawing Pencils School Student Reward Supplies (60),no_substitute
# do not disturb,Do Not Disturb: The Story of a Political Murder and an African Regime Gone Bad,no_substitute
# do not disturb,Do Not Disturb,no_substitute
# do not disturb,Do Not Disturb,no_substitute
# do not disturb,Do Not Disturb!,no_substitute
# do not disturb,Do Not Disturb! 2,no_substitute
# do not disturb,Do Not Disturb (A Deanna Madden Novel Book 2),no_substitute
# do not disturb,"My Sign Center Do Not Disturb Door Hanger Sign, Indoor/Outdoor Use, 4 x 8 Inches - Made in USA, A87-07",no_substitute
# do not disturb,Graphics and More Do Not Disturb Really Just Don't Plastic Door Knob Hanger Sign,no_substitute
# do not disturb,Embroidered Sun Hat - Do Not Disturb,no_substitute
# do not disturb,"Honey Dew Gifts Do Not Disturb Sign 5 inch by 10 inch Hanging Decor, Decorative Wood Sign Home Decor",no_substitute
# do not disturb,Do Not Disturb 3 - Grumpy Marmot Pranks!,no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign 2 Pack (Black and White, Double Sided) Please Do Not Disturb on Front and Back Side, Ideal for Office Home Clinic Dorm Online Class and Meeting Session",no_substitute
# do not disturb,Do Not Disturb,no_substitute
# do not disturb,"Kichwit Privacy Sign, Do Not Disturb Sign, Out of Office Sign, Please Knock Sign, In a Meeting Sign, Office Sign, Conference Sign for Offices, 5 Inch, Black",no_substitute
# do not disturb,"Kichwit Privacy Sign, Do Not Disturb Sign, Out of Office Sign, Please Knock Sign, In a Meeting Sign, Office Sign, Conference Sign for Offices, Squared Shaped, 4.9 Inch, Black",no_substitute
# do not disturb,Do Not Disturb Privacy Double Sided Sign for the Office Cubicle Desk or Personal Room,no_substitute
# do not disturb,Don't Disturb,no_substitute
# do not disturb,"Privacy Sign - Do Not Disturb / Welcome Sign for Home Office Restroom Conference Hotel Hospital, Easy to Read Non-Scratch Magnetic Slider Door Indicator Sign with Clear, Bold & Colored Text - Black",no_substitute
# do not disturb,Do Not Disturb: A Novel,no_substitute
# do not disturb,Do Not Disturb (Night of the Killer Clowns Book 1),no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign, 2 Pack (Printed on Both Sides), 9.3″x3.5″PVC Plastic, Please Do Not Disturb Sign for Home, Office, Hotel, Bathroom, Bedroom, Pumping, Breastfeeding, Therapists, Clinic",no_substitute
# do not disturb,"Kichwit Privacy Sign for Offices or Homes, Do Not Disturb Sign, Welcome Please Knock Sign, Black, 8.2 x 2.8 Inches",no_substitute
# do not disturb,"WSNIHO Do Not Disturb Door Hanger Sign, Door Knocker Please Note Sign for Keeping Away Strangers (10 x 5 inches)",no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign, Please Do Not Disturb Door Knob Sign for Meeting in Session, Office, Home, Clinic, Therapists, Hotel, Health Care,2 Pack (Grey and Green)",no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign, 2 Pack (Printed on Both Sides), 9.3?x3.5? PVC Plastic, Please Do Not Disturb Sign for Home, Office, Hotel, Bathroom, Bedroom, Counseling, Therapists, Clinic, Cactus",no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign 2 Pack (Green/Red Double Sided) Please Do Not Disturb on Front and Welcome Please Knock on Back Side, Ideal for Office Home Clinic Dorm Online Class and Meeting Session",no_substitute
# do not disturb,"2 Pack Do Not Disturb Door Hanger Sign Funny, Meeting in Progress Door Sign PSLER Black and White Ideal for Therapy, Sleeping, Session in Progress,Spa Treatment, 8.86X3.35 inches PVC Hanging Sign",no_substitute
# do not disturb,"Do Not Disturb Sign, Privacy Sign, Please Knock Sign for Home Office Restroom Conference Hospital Hospital, Non-Scratch Magnetic Slider Door Indicator Signs, 7'' x 2'' - Silver",no_substitute
# do not disturb,"Office Privacy Sign,Do Not Disturb/Please Knock/Out of Office/in a Meeting Sign, Non-Scratch Magnetic Privacy Door Sign That Lets Others Know Whether You're Available Or Not(5 inch,Black)",no_substitute
# do not disturb,"WSNIHO Do Not Disturb Door Sign, Double Sided Decorative Wood Sign for Home, Offices, Clinics, Law Firms, Hotels or During Therapy, Spa Treatment, Counseling Sessions (10""x 5"")",no_substitute
# do not disturb,"Business Design Do Not Disturb and Welcome Please Knock Door Hanger Sign, 2 Pack, Double Sided, Ideal for Offices, Online Sessions and Meetings, Online Classes, Home Offices, Recording",no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign 2 Pack (Black/White Double Sided) Please Do Not Disturb on Front and Welcome Please Knock on Back Side, for Office Home Clinic Dorm Online Class and Meeting Session",no_substitute
# do not disturb,"4 Pack Do Not Disturb Door Hanger Sign, Please Knock Sign for Bedroom Door PSLER Shh Baby Sleeping Door Sign for Hotel, Offices, Home Plastic PVC.",no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign, 2 Pack, Double Sided, Ideal for Using in Any Places Like Offices, Clinics, Law Firms, Hotels or During Therapy, Spa Treatment, Counseling Sessions（Thick Leather）",no_substitute
# do not disturb,EXPERODUCTS Do Not Disturb Door Hanger Double Sided Sign for Personal Room,no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign 2Pack Double Sided Please Do Not Disturb on Front and Welcome Please Knock on Back Side, Ideal for Office Home Clinic Dorm Online Class and Meeting (9 X 3 inches)",no_substitute
# do not disturb,"Do Not Disturb Door Hanger Sign 2 Pack(Double Sided) Please Do Not Disturb, Ideal for Using in Any Places Like Offices, Spa Treatment, Law Firms, Clinics, Hotels or During Therapy, Counseling Sessions",substitute
# do not disturb,"Funny Do Not Disturb Door Hanger Sign, 2 Pack(Double Sided) Please Do Not Disturb, Funny Office Decoration, Ideal for Offices, Spa Treatment, Law Firms, Clinics, Hotels or During Therapy, Counseling Sessions",no_substitute
# do not disturb,"Business Design Do Not Disturb Door Hanger Sign, 2 Pack, Double Sided, Ideal for Offices, Online Meetings and Sessions, Online Classes, Home Offices",no_substitute
# do not disturb,"Do Not Disturb I'm Manifesting My Dreams Journal | Trendy Manifestation Notebook |Ruled Lines | White & Glossy Paperback: (Journal, Notebook, Dairy, Composition Book)",no_substitute
# mom life,"Mom, I Want to Hear Your Story: A Mother’s Guided Journal To Share Her Life & Her Love (Hear Your Story Books)",substitute
# mom life,"Garden of Life Oceans Mom Prenatal Fish Oil Dha, Omega 3 Fish Oil Supplement - Strawberry, 350Mg Prenatal Dha, Pregnancy Fish Oil Support For Moms Mood And Babys Brain & Eye Development, 30 Softgels",substitute
# mom life,LOOKFACE Women Funny Graphic T Shirt Cute Short Sleeve Tees Tops Wine Red Small,no_substitute
# mom life,"iChunhua Women's Comfy Stretch Floral Print Drawstring Palazzo Wide Leg Lounge Pants(M,Blue)",no_substitute
# mom life,Womens I Run On Coffee Chaos Cuss Words Funny V-Neck Short Sleeve Summer T-Shirt Size XL (Burgundy),substitute
# mom life,Mom Life is Ruff T-Shirt Women's Funny Dog Paw O Neck Short Sleeve Tops Blouse Size Tag L,no_substitute
# mom life,MACCHIASHINE Unique Sleeveless MOM Life Printed Shirt Womens Cotton Tank Tops(GR-XL) Green,no_substitute
# mom life,Distressed Baseball Cap - Mom Life (Black),no_substitute
# mom life,Waldeal Embroidered Mom Life Vintage Adjustable Baseball Cap Cotton Denim Dad Hat Black,no_substitute
# mom life,"Diliflyer Women's Mom Life Boys Girls Letters T Shirts Graphic Tees (XL, B-mom Life)",substitute
# mom life,"Life is Good Girls Vintage Crusher Graphic T-Shirt, Horses Coastal Blue, Large",no_substitute
# mom life,"Women Mama Life Zip Up Pullover Sweatshirt Jacket  High Collar Quarter 1/4 Zip Hoodie Coat (White, M)",substitute
# mom life,"Dearfoams Women's Giftable Mothers Day Furry Scuff Slipper, Mom Life, X-Large",no_substitute
# mom life,#momlife | Trendy Mother Mom Life Gift PopSockets PopGrip: Swappable Grip for Phones & Tablets,no_substitute
# mom life,"Mom Life Car Decal- Pink, Mint Green, or White - Cute Sticker for Women - 6"" Size for Laptop or Window (White)",no_substitute
# mom life,ElegantPark Mom Life Tote Bag Mothers Day Baby Shower Gifts for New Mom Christmas Birthday Gifts for Mom Canvas Mom Tote Bag with Zipper and Pocket,no_substitute
# sharp not hashtag shirt,CafePress Sharp Not Hashtag T Shirt 100% Cotton T-Shirt Charcoal,no_substitute
# sharp not hashtag shirt,"CafePress Sharp Not Hashtag T Shirt 100% Cotton T-Shirt, White",substitute
# sharp not hashtag shirt,CafePress Sharp Not Hashtag T Shirt 100% Cotton T-Shirt Brown,no_substitute
# sharp not hashtag shirt,CafePress Sharp Not Hashtag T Shirt Womens Cotton T-Shirt,no_substitute
# sharp not hashtag shirt,CafePress Sharp Not Hashtag Mens Comfort Colors Shirt Charcoal,no_substitute
# sharp not hashtag shirt,That's A Sharp Not A Hashtag Jazz Day Funny Shirt,no_substitute
# sharp not hashtag shirt,# This Is A Sharp Not A Hashtag | Music T-Shirt,no_substitute
# sharp not hashtag shirt,That's a Sharp not a Hashtag - Jazz Tee Shirts Gift,no_substitute
# sharp not hashtag shirt,Thats A Sharp Not A Hashtag Funny Music Teacher Shirt,no_substitute
# sharp not hashtag shirt,Funny Music That's a Sharp Not a Hashtag T-Shirt,no_substitute
# sharp not hashtag shirt,Sharp Not Hashtag - Music Teacher T-Shirt,no_substitute
# sharp not hashtag shirt,That's a Sharp. Not a Hashtag. Music Teacher Humor T-shirt,no_substitute
# sharp not hashtag shirt,This Is A Sharp Not A Hashtag - Music Teacher T-Shirt,no_substitute
# sharp not hashtag shirt,That's a sharp not a hashtag t-shirt,no_substitute
# sharp not hashtag shirt,That's A Sharp Not A Hashtag TShirt Music Teacher Humor Tee,no_substitute
# sharp not hashtag shirt,"This is a Sharp, Not a Hashtag Music Tee Shirt",no_substitute
# sharp not hashtag shirt,That's A Sharp. Not A Hashtag T Shirt for Internet Nerd,no_substitute
# sharp not hashtag shirt,"This is a Sharp, Not a Hashtag Funny Music T-Shirt",no_substitute
# sharp not hashtag shirt,"This is a Sharp, Not a Hashtag Funny Music T-Shirt",no_substitute
# sharp not hashtag shirt,Musician T-Shirt This Is A Sharp Not A Hashtag for Conductor,no_substitute
# sharp not hashtag shirt,Thats A Sharp Not A Hashtag Music Teacher T Shirt Quote,no_substitute
# sharp not hashtag shirt,This Is A Sharp Not A Hashtag Teacher Gift T-Shirt,no_substitute
# sharp not hashtag shirt,CafePress Sharp Not Hashtag T Shirt 100% Cotton T-Shirt,no_substitute
# sharp not hashtag shirt,"CafePress Sharp Not Hashtag T Shirt Men's Fitted T-Shirt, Stylish Printed Vintage Fit T-Shirt Red",no_substitute
# sharp not hashtag shirt,"Womens This is a Sharp, Not a Hashtag Funny Music V-Neck T-Shirt",no_substitute
# sharp not hashtag shirt,# This Is A Sharp Not A Hashtag | Music Raglan Baseball Tee,no_substitute
# sharp not hashtag shirt,Womens Funny Band Member Not a Hashtag It's a Sharp Musician Gift V-Neck T-Shirt,no_substitute
# sharp not hashtag shirt,That's a Sharp not a Hashtag - Musical Humor Gift T-Shirt for Men Women (Black - XL),no_substitute
# sharp not hashtag shirt,Sharp not Hashtag Pianist Humor Musician Keyboard Player T-Shirt,no_substitute
# sharp not hashtag shirt,Viola Gifts For Women Music Note Thats A Sharp Not A Hashtag T-Shirt,no_substitute
# sharp not hashtag shirt,Funny Musician T-Shirt Retro Thats A Sharp Not A Hashtag T-Shirt,no_substitute
# sharp not hashtag shirt,It's a Sharp Not a Hashtag - Funny Musician T-Shirt,no_substitute
# sharp not hashtag shirt,It's Calld A Sharp Not A Hashtag Music Notes Musician Gift T-Shirt,no_substitute
# sharp not hashtag shirt,"Sharps Not Hashtags Funny Musician T-Shirt Unisex T-Shirt, Youth Shirts, Hoodie, Long Sleeve, Sweatshirt for Men Women Kids, Printed in US",no_substitute
# sharp not hashtag shirt,It's called a sharp not a hashtag Instrumentalist Piano T-Shirt,no_substitute
# sharp not hashtag shirt,Music Lover Teacher It's A Sharp Not A Hashtag T-Shirt,no_substitute
# sharp not hashtag shirt,For Those Who Don't Know These Are Sharps Not Hashtag T-Shirt,no_substitute
# sharp not hashtag shirt,"This Is A Sharp Not A Hashtag Best And For Men Women Musiciansuch As Pianist Guitarist Violinist Singer Songwriter And Music Composer Present For Birthday, Anniversary, Chinese New Year S Black T-Shir",no_substitute
#1 best and not expensive bath back brush cream color,"Tecnu Extreme Poison Ivy and Oak Scrub, Removes Poisonous Plant Oils That Cause Rash and Itching, 4 Ounces",no_substitute
#1 best and not expensive bath back brush cream color,Aquasentials Exfoliating Mesh Brush,no_substitute
#1 best and not expensive bath back brush cream color,"Neutrogena Sensitive Skin Mineral Sunscreen Lotion with Broad Spectrum SPF 60+ & Zinc Oxide, Water-Resistant, Hypoallergenic, Fragrance- & Oil-Free Gentle Sunscreen Formula, 3 fl. oz",no_substitute
#1 best and not expensive bath back brush cream color,SheaMoisture Curl and Shine Coconut Shampoo for Curly Hair Coconut and Hibiscus Paraben Free Shampoo 13 oz,no_substitute
#1 best and not expensive bath back brush cream color,"Bio-Oil Skincare Oil, Body Oil for Scars and Stretchmarks, Serum Hydrates Skin, Non-Greasy, Dermatologist Recommended, Non-Comedogenic, For All Skin Types, with Vitamin A, E, 4.2 Fl Oz (Pack of 1)",no_substitute
#1 best and not expensive bath back brush cream color,Stardrops - The Pink Stuff - The Miracle All Purpose Cleaning Paste,no_substitute
#1 best and not expensive bath back brush cream color,"Tea Tree & Peppermint Foot & Body Wash | Helps with Body Odor, Athletes Foot, Ringworm, Jock Itch, Yeast Infection & Skin Irritations | Shower Gel for Women/Men. Made by Purely Northwest 9Fl Oz",no_substitute
#1 best and not expensive bath back brush cream color,"Bar Keepers Friend Powder Cleanser 12 Oz - Multipurpose Cleaner & Stain Remover - Bathroom, Kitchen & Outdoor Use - for Stainless Steel, Aluminum, Brass, Ceramic, Porcelain, Bronze and More (2 Pack)",no_substitute
#1 best and not expensive bath back brush cream color,"Dry Skin Body Brush - Improves Skin's Health and Beauty - Natural Bristle - Remove Dead Skin and Toxins, Cellulite Treatment, Improves Lymphatic Functions, Exfoliates, Stimulates Blood Circulation",no_substitute
#1 best and not expensive bath back brush cream color,"CSM Body Brush For Beautiful Skin - Solid Wood Frame & Boar Hair Exfoliating Brush To Exfoliate & Soften Skin, Improve Circulation, Stop Ingrown Hairs, Reduce Acne and Cellulite",no_substitute
#1 best and not expensive bath back brush cream color,Beaueli Bath Body Brush With Long Handle for Exfoliating Back Scrubber for Shower Cellulite Massager Exfoliation Dry or Wet Skin Brush Improve Lymphatic Stimulate Blood Circulation Detox,substitute
#1 best and not expensive bath back brush cream color,"Vive Shower Brush - Dry Skin Body Exfoliator - Shower and Bath Scrubber For Wash Brushing, Exfoliating, Cellulite, Foot Scrub, Leg Exfoliant - Soft and Stiff Massage Bristles - Wooden Long Handle",no_substitute
#1 best and not expensive bath back brush cream color,"Pumice Stone for Feet - X-Large Foot File Callus Remover for Feet, Foot Scrubber for Foot Care as Foot Exfoliator, Pedicure Tools for Foot Scrub, Callous Removers for Feet, Dead Skin Remover for Feet",no_substitute
#1 best and not expensive bath back brush cream color,"Majestic Pure Himalayan Salt Body Scrub with Lychee Oil, Exfoliating Salt Scrub to Exfoliate & Moisturize Skin, Deep Cleansing - 10 oz",no_substitute
#1 best and not expensive bath back brush cream color,"Vive Lotion Applicator for Your Back (4 Pads) - Long Reach Handle with Sponge for Easy Self Application of Shower Bath Body Wash Brush, Skin Cream, Suntan, Tanning, Aloe - Men, Women",no_substitute
#1 best and not expensive bath back brush cream color,"TubShroom Tub Hair Catcher Drain Protector, Fits 1.5""-1.75"", Gray",no_substitute
#1 best and not expensive bath back brush cream color,"Long Handled Loofah on a Stick Body Back Scrubber, Bath Sponge (4 Colors, 4 Pack)",substitute
#1 best and not expensive bath back brush cream color,"Jergens Natural Glow In Shower Lotion, Self Tanner for Medium to Deep Skin Tone, Sunless Tanning Wet Skin Lotion for Gradual, Flawless Color, 7.5 Ounce (Packaging May Vary)",no_substitute
#1 best and not expensive bath back brush cream color,"Lysol Laundry Sanitizer Additive, Crisp Linen, 90oz, Packaging May Vary",no_substitute
#1 best and not expensive bath back brush cream color,"Amazon Basics Silicone, Non-Stick, Food Safe Baking Mat - Pack of 2",no_substitute
#1 best and not expensive bath back brush cream color,"Dry Brushing Body Brush - Best for Exfoliating Dry Skin, Lymphatic Drainage and Cellulite Treatment - Organic Spa Exfoliator and Massage Scrub Brush with Natural Boar Bristles",substitute
#1 best and not expensive bath back brush cream color,"Exfoliating Brush, Body Brush, Ingrown Hair and Razor Bump Treatment - Eliminate Shaving Irritation for Face, Armpit, Legs, Neck, Bikini Line - Silky Smooth Skin Solution for Men and Women by Dylonic (1 Pack)",substitute
#1 best and not expensive bath back brush cream color,"Theraplex Clear Lotion Spray (8 oz) - Natural Jojoba Oil, No Parabens or Preservatives, Noncomedogenic and Hypoallergenic, Dermatologist recommended - National Eczema Association Seal of Acceptance",no_substitute
#1 best and not expensive bath back brush cream color,Little Bado Turtle Baby Bath Toys Spray Bathing Tub Fountain Toys for Kid Hand Shower Floating Bathtub Shower Pool Bathroom Toy for Baby Toddler Infant Kids,no_substitute
#1 best and not expensive bath back brush cream color,Bamyko Shower Body Brush with Long Handle Shower Brush Back Scrubber Body Brush Sponge Loofahs 2 Pack + Self Adhesive Hooks 2 PCS,substitute
#1 best and not expensive bath back brush cream color,"Molton Brown Jasmine & Sun Rose Bath & Shower Gel, 10 Fl Oz",no_substitute
#1 best and not expensive bath back brush cream color,"Chikoni Dry Bath Body Brush Back Scrubber with Anti-slip Long Wooden Handle, 100% Natural Bristles Body Massager, Perfect for Exfoliating, Detox and Cellulite, Blood Circulation, Good for Health",no_substitute
#1 best and not expensive bath back brush cream color,"Upgraded Bath Body Brush with Comfy Bristles Long Handle Gentle Exfoliation Improve Skin's Health and Beauty Bath Shower Wet or Dry Brushing Body Brush (14 inch, White)",substitute
#1 best and not expensive bath back brush cream color,"Bath Scrubber Body Brush Shower Scrubber Back Brush with Long Handle, Ergonomic Nonslip Durable (Gray)",substitute
#1 best and not expensive bath back brush cream color,BS-MALL Makeup Brush Set 18 Pcs Premium Synthetic Foundation Powder Concealers Eye shadows Blush Makeup Brushes with black case (Champagne Gold),no_substitute
#1 best and not expensive bath back brush cream color,Foot Peel Mask 3 Pack， Exfoliator Peel Off Calluses Dead Skin Callus Remover，Baby Soft Smooth Touch Feet-Men Women (Lavender),no_substitute
#1 best and not expensive bath back brush cream color,"Holikme 20Piece Drill Brush Attachments Set, Scrub Pads & Sponge, Buffing Pads, Power Scrubber Brush with Extend Long Attachment, Car Polishing Pad Kit",no_substitute
#1 best and not expensive bath back brush cream color,"EcoTools EcoPouf Bath Brush, Shower Loofah with Ergonomic Handle, Cleans Hard to Reach Areas, Deep Cleansing and Exfoliating, Set of 2, Perfect for Men & Women",no_substitute
#1 best and not expensive bath back brush cream color,"2 IN 1 Bath Body Brush with Soft Loofah and Bristles,Back Scrubber with Curved Long Handled Shower Brush for Wet or Dry, Women & Men Body,Face and Spa Washing",substitute
#1 best and not expensive bath back brush cream color,"LFJ 3 in 1 Back Bath Brush Set for Shower, 19"" Long Handle Body Brush, Bath Sponge and Pumice Gentle Exfoliation and Improved Skin Health, Suitable for Men and Women",no_substitute
#1 best and not expensive bath back brush cream color,"Metene Shower Body Exfoliating Brush, Bath Back Cleaning Scrubber with Long Wooden Handle, Dry or Wet Skin Exfoliator Brush with Soft and Stiff Bristles Back Washer for Men Women",no_substitute
